Timestamp,Milliseconds,X,Y,Z
2021-03-04 00:42:37,1391,-0.9023495,5.492282,8.074094
2021-03-04 00:42:37,1400,-0.9023495,5.492282,8.074094
2021-03-04 00:42:37,1411,-0.9023917,5.4944773,8.072596
2021-03-04 00:42:37,1420,-0.9023917,5.4944773,8.072596
2021-03-04 00:42:37,1431,-0.8991736,5.4989724,8.069893
2021-03-04 00:42:37,1441,-0.8991736,5.4989724,8.069893
2021-03-04 00:42:37,1450,-0.8971,5.5039124,8.066755
2021-03-04 00:42:37,1461,-0.89247453,5.5058436,8.06595
2021-03-04 00:42:37,1470,-0.89247453,5.5058436,8.06595
2021-03-04 00:42:37,1480,-0.89247453,5.5058436,8.06595
2021-03-04 00:42:37,1491,-0.8898975,5.5044093,8.067214
2021-03-04 00:42:37,1500,-0.88687915,5.503563,8.068124
2021-03-04 00:42:37,1510,-0.88687915,5.503563,8.068124
2021-03-04 00:42:37,1520,-0.8849758,5.5030193,8.068704
2021-03-04 00:42:37,1530,-0.8849758,5.5030193,8.068704
2021-03-04 00:42:37,1541,-0.8838835,5.5011973,8.070066
2021-03-04 00:42:37,1550,-0.8838835,5.5011973,8.070066
2021-03-04 00:42:37,1561,-0.8813752,5.499444,8.071535
2021-03-04 00:42:37,1570,-0.8813752,5.499444,8.071535
2021-03-04 00:42:37,1581,-0.87767136,5.5012712,8.070693
2021-03-04 00:42:37,1590,-0.87767136,5.5012712,8.070693
2021-03-04 00:42:37,1601,-0.87774104,5.5054293,8.06785
2021-03-04 00:42:37,1610,-0.87774104,5.5054293,8.06785
2021-03-04 00:42:37,1620,-0.87774104,5.5054293,8.06785
2021-03-04 00:42:37,1631,-0.87572134,5.50769,8.066526
2021-03-04 00:42:37,1641,-0.8812297,5.5084605,8.0654
2021-03-04 00:42:37,1650,-0.8812297,5.5084605,8.0654
2021-03-04 00:42:37,1660,-0.8812297,5.5084605,8.0654
2021-03-04 00:42:37,1671,-0.8857666,5.50947,8.064214
2021-03-04 00:42:37,1680,-0.8857666,5.50947,8.064214
2021-03-04 00:42:37,1690,-0.8916832,5.507933,8.064611
2021-03-04 00:42:37,1701,-0.8916832,5.507933,8.064611
2021-03-04 00:42:37,1710,-0.88817316,5.509688,8.063801
2021-03-04 00:42:37,1721,-0.88817316,5.509688,8.063801
2021-03-04 00:42:37,1731,-0.8928211,5.512822,8.061145
2021-03-04 00:42:37,1740,-0.8928211,5.512822,8.061145
2021-03-04 00:42:37,1751,-0.89815146,5.5132675,8.060247
2021-03-04 00:42:37,1761,-0.89815146,5.5132675,8.060247
2021-03-04 00:42:37,1771,-0.90250397,5.514485,8.0589285
2021-03-04 00:42:37,1781,-0.90250397,5.514485,8.0589285
2021-03-04 00:42:37,1791,-0.905875,5.518319,8.055925
2021-03-04 00:42:38,1800,-0.905875,5.518319,8.055925
2021-03-04 00:42:38,1810,-0.90334445,5.523117,8.05292
2021-03-04 00:42:38,1820,-0.90334445,5.523117,8.05292
2021-03-04 00:42:38,1831,-0.8996085,5.522675,8.053642
2021-03-04 00:42:38,1840,-0.8996085,5.522675,8.053642
2021-03-04 00:42:38,1850,-0.9214145,5.524657,8.049817
2021-03-04 00:42:38,1861,-0.9214145,5.524657,8.049817
2021-03-04 00:42:38,1870,-0.9472426,5.5386696,8.03718
2021-03-04 00:42:38,1882,-0.9472426,5.5386696,8.03718
2021-03-04 00:42:38,1890,-0.9865417,5.560595,8.017288
2021-03-04 00:42:38,1900,-0.9865417,5.560595,8.017288
2021-03-04 00:42:38,1911,-0.98601145,5.5711546,8.010019
2021-03-04 00:42:38,1920,-0.98601145,5.5711546,8.010019
2021-03-04 00:42:38,1930,-1.0262239,5.52479,8.037036
2021-03-04 00:42:38,1940,-1.0262239,5.52479,8.037036
2021-03-04 00:42:38,1951,-1.0286677,5.457579,8.082516
2021-03-04 00:42:38,1960,-1.0286677,5.457579,8.082516
2021-03-04 00:42:38,1970,-0.9378871,5.364539,8.155519
2021-03-04 00:42:38,1981,-0.9378871,5.364539,8.155519
2021-03-04 00:42:38,1990,-0.7793483,5.313779,8.205288
2021-03-04 00:42:38,2001,-0.7793483,5.313779,8.205288
2021-03-04 00:42:38,2010,-0.71053475,5.300816,8.219908
2021-03-04 00:42:38,2020,-0.71053475,5.300816,8.219908
2021-03-04 00:42:38,2030,-0.68125725,5.3404098,8.196725
2021-03-04 00:42:38,2040,-0.68125725,5.3404098,8.196725
2021-03-04 00:42:38,2050,-0.64100724,5.437155,8.136144
2021-03-04 00:42:38,2061,-0.64100724,5.437155,8.136144
2021-03-04 00:42:38,2072,-0.59733814,5.5616956,8.054881
2021-03-04 00:42:38,2080,-0.59733814,5.5616956,8.054881
2021-03-04 00:42:38,2091,-0.5407818,5.6935506,7.966268
2021-03-04 00:42:38,2100,-0.5407818,5.6935506,7.966268
2021-03-04 00:42:38,2111,-0.49260157,5.779067,7.9075985
2021-03-04 00:42:38,2120,-0.49260157,5.779067,7.9075985
2021-03-04 00:42:38,2131,-0.4307731,5.791318,7.902244
2021-03-04 00:42:38,2141,-0.4307731,5.791318,7.902244
2021-03-04 00:42:38,2150,-0.3873709,5.784369,7.909577
2021-03-04 00:42:38,2161,-0.3873709,5.784369,7.909577
2021-03-04 00:42:38,2171,-0.37880912,5.773209,7.9181404
2021-03-04 00:42:38,2180,-0.37880912,5.773209,7.9181404
2021-03-04 00:42:38,2191,-0.35264048,5.735876,7.9464307
2021-03-04 00:42:38,2200,-0.35264048,5.735876,7.9464307
2021-03-04 00:42:38,2210,-0.32488266,5.656342,8.004414
2021-03-04 00:42:38,2220,-0.32488266,5.656342,8.004414
2021-03-04 00:42:38,2231,-0.20870219,5.541145,8.088421
2021-03-04 00:42:38,2240,-0.20870219,5.541145,8.088421
2021-03-04 00:42:38,2250,0.11332121,5.3972263,8.187032
2021-03-04 00:42:38,2261,0.11332121,5.3972263,8.187032
2021-03-04 00:42:38,2270,0.35806122,5.288905,8.250434
2021-03-04 00:42:38,2280,0.35806122,5.288905,8.250434
2021-03-04 00:42:38,2291,0.43038082,5.243983,8.275615
2021-03-04 00:42:38,2300,0.43038082,5.243983,8.275615
2021-03-04 00:42:38,2311,0.35738635,5.2624583,8.267357
2021-03-04 00:42:38,2321,0.35738635,5.2624583,8.267357
2021-03-04 00:42:38,2330,0.18763633,5.3007708,8.248455
2021-03-04 00:42:38,2340,0.18763633,5.3007708,8.248455
2021-03-04 00:42:38,2351,-0.05971509,5.3534656,8.216278
2021-03-04 00:42:38,2361,-0.05971509,5.3534656,8.216278
2021-03-04 00:42:38,2370,-0.28024215,5.408912,8.1753
2021-03-04 00:42:38,2380,-0.28024215,5.408912,8.1753
2021-03-04 00:42:38,2391,-0.37415713,5.448705,8.145061
2021-03-04 00:42:38,2400,-0.37415713,5.448705,8.145061
2021-03-04 00:42:38,2411,-0.41978768,5.4044213,8.172295
2021-03-04 00:42:38,2420,-0.41978768,5.4044213,8.172295
2021-03-04 00:42:38,2431,-0.43896008,5.2944403,8.242973
2021-03-04 00:42:38,2440,-0.43896008,5.2944403,8.242973
2021-03-04 00:42:38,2450,-0.54639864,5.2003207,8.296294
2021-03-04 00:42:38,2461,-0.54639864,5.2003207,8.296294
2021-03-04 00:42:38,2470,-0.56820184,5.0292473,8.399655
2021-03-04 00:42:38,2480,-0.56820184,5.0292473,8.399655
2021-03-04 00:42:38,2490,-0.5182955,5.006725,8.416322
2021-03-04 00:42:38,2501,-0.5182955,5.006725,8.416322
2021-03-04 00:42:38,2510,-0.4458342,5.0308676,8.406069
2021-03-04 00:42:38,2521,-0.4458342,5.0308676,8.406069
2021-03-04 00:42:38,2530,-0.30700758,5.109778,8.364586
2021-03-04 00:42:38,2541,-0.30700758,5.109778,8.364586
2021-03-04 00:42:38,2550,-0.19345944,5.212254,8.304539
2021-03-04 00:42:38,2560,-0.19345944,5.212254,8.304539
2021-03-04 00:42:38,2571,-0.069599755,5.293411,8.255019
2021-03-04 00:42:38,2580,-0.069599755,5.293411,8.255019
2021-03-04 00:42:38,2590,0.022996824,5.3466787,8.2208805
2021-03-04 00:42:38,2601,0.022996824,5.3466787,8.2208805
2021-03-04 00:42:38,2610,-0.024244262,5.513971,8.109619
2021-03-04 00:42:38,2620,-0.024244262,5.513971,8.109619
2021-03-04 00:42:38,2631,-0.06435948,5.6936836,7.984248
2021-03-04 00:42:38,2645,-0.06435948,5.6936836,7.984248
2021-03-04 00:42:38,2651,-0.023414664,5.8316045,7.884303
2021-03-04 00:42:38,2660,-0.023414664,5.8316045,7.884303
2021-03-04 00:42:38,2671,-0.07291314,5.9885125,7.7654867
2021-03-04 00:42:38,2680,-0.07291314,5.9885125,7.7654867
2021-03-04 00:42:38,2690,-0.15216811,6.1940446,7.601384
2021-03-04 00:42:38,2701,-0.15216811,6.1940446,7.601384
2021-03-04 00:42:38,2710,-0.27258027,6.3812127,7.4415193
2021-03-04 00:42:38,2720,-0.27258027,6.3812127,7.4415193
2021-03-04 00:42:38,2731,-0.33587652,6.529044,7.3095255
2021-03-04 00:42:38,2740,-0.33587652,6.529044,7.3095255
2021-03-04 00:42:38,2751,-0.49040994,6.7078342,7.136865
2021-03-04 00:42:38,2760,-0.49040994,6.7078342,7.136865
2021-03-04 00:42:38,2770,-0.70516586,6.8196387,7.0118227
2021-03-04 00:42:38,2781,-0.70516586,6.8196387,7.0118227
2021-03-04 00:42:38,2790,-1.01839,6.8072586,6.985306
2021-03-04 00:42:39,2801,-1.01839,6.8072586,6.985306
2021-03-04 00:42:39,2811,-1.3346708,6.741481,6.995818
2021-03-04 00:42:39,2820,-1.3346708,6.741481,6.995818
2021-03-04 00:42:39,2830,-1.8042439,6.647086,6.9807835
2021-03-04 00:42:39,2841,-1.8042439,6.647086,6.9807835
2021-03-04 00:42:39,2850,-1.8042439,6.647086,6.9807835
2021-03-04 00:42:39,2861,-2.543305,6.5005293,6.888041
2021-03-04 00:42:39,2870,-2.543305,6.5005293,6.888041
2021-03-04 00:42:39,2880,-3.777995,6.178765,6.61211
2021-03-04 00:42:39,2891,-3.777995,6.178765,6.61211
2021-03-04 00:42:39,2900,-6.789912,4.7139287,5.2769647
2021-03-04 00:42:39,2912,-8.047428,3.9225035,4.0029054
2021-03-04 00:42:39,2920,-8.047428,3.9225035,4.0029054
2021-03-04 00:42:39,2931,3.254292,-4.8728356,-7.8635516
2021-03-04 00:42:39,2940,3.254292,-4.8728356,-7.8635516
2021-03-04 00:42:39,2951,-3.517169,-6.5505533,-6.3945413
2021-03-04 00:42:39,2960,-3.517169,-6.5505533,-6.3945413
2021-03-04 00:42:39,2970,-3.517169,-6.5505533,-6.3945413
2021-03-04 00:42:39,2980,-4.9661856,-7.8078656,-3.2472484
2021-03-04 00:42:39,2990,-2.3538938,-9.233026,-2.3196578
2021-03-04 00:42:39,3001,-2.3538938,-9.233026,-2.3196578
2021-03-04 00:42:39,3010,-2.3538938,-9.233026,-2.3196578
2021-03-04 00:42:39,3021,0.69087243,-9.016961,-3.7930844
2021-03-04 00:42:39,3030,3.0123487,-7.440539,-5.63334
2021-03-04 00:42:39,3040,3.0123487,-7.440539,-5.63334
2021-03-04 00:42:39,3050,3.0123487,-7.440539,-5.63334
2021-03-04 00:42:39,3061,5.691846,-7.152374,-3.5520177
2021-03-04 00:42:39,3070,5.691846,-7.152374,-3.5520177
2021-03-04 00:42:39,3080,6.0009737,-7.4411335,-2.1882033
2021-03-04 00:42:39,3091,6.0009737,-7.4411335,-2.1882033
2021-03-04 00:42:39,3101,6.0024433,-7.4181447,-2.261016
2021-03-04 00:42:39,3110,6.0024433,-7.4181447,-2.261016
2021-03-04 00:42:39,3121,5.8162203,-7.4434314,-2.633875
2021-03-04 00:42:39,3130,5.8162203,-7.4434314,-2.633875
2021-03-04 00:42:39,3140,4.929485,-7.6324463,-3.6900318
2021-03-04 00:42:39,3151,4.929485,-7.6324463,-3.6900318
2021-03-04 00:42:39,3160,3.6912947,-7.8110104,-4.64035
2021-03-04 00:42:39,3170,3.6912947,-7.8110104,-4.64035
2021-03-04 00:42:39,3181,2.6842778,-7.789081,-5.3193283
2021-03-04 00:42:39,3191,2.6842778,-7.789081,-5.3193283
2021-03-04 00:42:39,3200,2.0165138,-7.344774,-6.177245
2021-03-04 00:42:39,3211,2.0165138,-7.344774,-6.177245
2021-03-04 00:42:39,3221,1.3983067,-6.3757854,-7.318776
2021-03-04 00:42:39,3230,1.3983067,-6.3757854,-7.318776
2021-03-04 00:42:39,3241,0.55663466,-5.2258515,-8.279554
2021-03-04 00:42:39,3250,0.55663466,-5.2258515,-8.279554
2021-03-04 00:42:39,3261,-0.54994017,-4.2946415,-8.799091
2021-03-04 00:42:39,3270,-0.54994017,-4.2946415,-8.799091
2021-03-04 00:42:39,3281,-1.732088,-3.45234,-9.0139675
2021-03-04 00:42:39,3291,-1.732088,-3.45234,-9.0139675
2021-03-04 00:42:39,3300,-2.426342,-2.4532454,-9.179588
2021-03-04 00:42:39,3311,-2.426342,-2.4532454,-9.179588
2021-03-04 00:42:39,3320,-2.6231198,-1.3438115,-9.353277
2021-03-04 00:42:39,3330,-2.6231198,-1.3438115,-9.353277
2021-03-04 00:42:39,3340,-2.7115164,-0.28334627,-9.4200735
2021-03-04 00:42:39,3350,-2.7115164,-0.28334627,-9.4200735
2021-03-04 00:42:39,3360,-3.06135,0.7027232,-9.290032
2021-03-04 00:42:39,3371,-3.06135,0.7027232,-9.290032
2021-03-04 00:42:39,3380,-3.4785492,1.6710283,-9.015417
2021-03-04 00:42:39,3390,-3.4785492,1.6710283,-9.015417
2021-03-04 00:42:39,3401,-3.8357313,2.6691806,-8.62166
2021-03-04 00:42:39,3410,-3.8357313,2.6691806,-8.62166
2021-03-04 00:42:39,3420,-4.0187955,3.5964565,-8.190554
2021-03-04 00:42:39,3431,-4.0187955,3.5964565,-8.190554
2021-03-04 00:42:39,3440,-3.9902897,4.373562,-7.817924
2021-03-04 00:42:39,3450,-3.9902897,4.373562,-7.817924
2021-03-04 00:42:39,3460,-3.9794083,5.015084,-7.4285684
2021-03-04 00:42:39,3470,-3.9794083,5.015084,-7.4285684
2021-03-04 00:42:39,3481,-4.05698,5.5642533,-6.982147
2021-03-04 00:42:39,3490,-4.05698,5.5642533,-6.982147
2021-03-04 00:42:39,3500,-4.1044183,6.0439253,-6.541797
2021-03-04 00:42:39,3510,-4.1044183,6.0439253,-6.541797
2021-03-04 00:42:39,3521,-4.0957637,6.472419,-6.1239614
2021-03-04 00:42:39,3530,-4.0957637,6.472419,-6.1239614
2021-03-04 00:42:39,3540,-4.08281,6.7975664,-5.7701077
2021-03-04 00:42:39,3551,-4.08281,6.7975664,-5.7701077
2021-03-04 00:42:39,3560,-4.1366873,7.050347,-5.4176393
2021-03-04 00:42:39,3571,-4.1366873,7.050347,-5.4176393
2021-03-04 00:42:39,3580,-4.194652,7.2693944,-5.0725923
2021-03-04 00:42:39,3591,-4.194652,7.2693944,-5.0725923
2021-03-04 00:42:39,3600,-4.2388587,7.4618526,-4.7458634
2021-03-04 00:42:39,3611,-4.2388587,7.4618526,-4.7458634
2021-03-04 00:42:39,3620,-4.247987,7.622952,-4.4738793
2021-03-04 00:42:39,3630,-4.247987,7.622952,-4.4738793
2021-03-04 00:42:39,3641,-4.261255,7.742772,-4.2498913
2021-03-04 00:42:39,3650,-4.261255,7.742772,-4.2498913
2021-03-04 00:42:39,3661,-4.287961,7.874915,-3.9710813
2021-03-04 00:42:39,3670,-4.287961,7.874915,-3.9710813
2021-03-04 00:42:39,3681,-4.340675,7.9932213,-3.6656985
2021-03-04 00:42:39,3690,-4.340675,7.9932213,-3.6656985
2021-03-04 00:42:39,3701,-4.356433,8.104577,-3.392301
2021-03-04 00:42:39,3710,-4.356433,8.104577,-3.392301
2021-03-04 00:42:39,3720,-4.392069,8.195548,-3.1165874
2021-03-04 00:42:39,3731,-4.392069,8.195548,-3.1165874
2021-03-04 00:42:39,3740,-4.4269905,8.27581,-2.8430798
2021-03-04 00:42:39,3751,-4.4269905,8.27581,-2.8430798
2021-03-04 00:42:39,3760,-4.40826,8.360296,-2.6159282
2021-03-04 00:42:39,3770,-4.40826,8.360296,-2.6159282
2021-03-04 00:42:39,3781,-4.380405,8.438162,-2.4041352
2021-03-04 00:42:39,3790,-4.380405,8.438162,-2.4041352
2021-03-04 00:42:40,3800,-4.3217306,8.522905,-2.2029803
2021-03-04 00:42:40,3811,-4.3217306,8.522905,-2.2029803
2021-03-04 00:42:40,3821,-4.231137,8.594309,-2.0989802
2021-03-04 00:42:40,3830,-4.231137,8.594309,-2.0989802
2021-03-04 00:42:40,3840,-4.1245522,8.661882,-2.0323033
2021-03-04 00:42:40,3851,-4.1245522,8.661882,-2.0323033
2021-03-04 00:42:40,3860,-4.047219,8.715214,-1.9584304
2021-03-04 00:42:40,3871,-4.047219,8.715214,-1.9584304
2021-03-04 00:42:40,3880,-3.9642107,8.774277,-1.862121
2021-03-04 00:42:40,3890,-3.9642107,8.774277,-1.862121
2021-03-04 00:42:40,3901,-3.8525958,8.834819,-1.8093842
2021-03-04 00:42:40,3910,-3.8525958,8.834819,-1.8093842
2021-03-04 00:42:40,3920,-3.811451,8.8676195,-1.734519
2021-03-04 00:42:40,3931,-3.811451,8.8676195,-1.734519
2021-03-04 00:42:40,3940,-3.8354375,8.873394,-1.6500539
2021-03-04 00:42:40,3951,-3.8354375,8.873394,-1.6500539
2021-03-04 00:42:40,3960,-3.9003665,8.863151,-1.5498672
2021-03-04 00:42:40,3971,-3.9003665,8.863151,-1.5498672
2021-03-04 00:42:40,3980,-3.9149926,8.875775,-1.4366052
2021-03-04 00:42:40,3990,-3.9149926,8.875775,-1.4366052
2021-03-04 00:42:40,4001,-4.144388,8.778307,-1.391319
2021-03-04 00:42:40,4011,-4.144388,8.778307,-1.391319
2021-03-04 00:42:40,4020,-4.469209,8.637808,-1.2589022
2021-03-04 00:42:40,4031,-4.469209,8.637808,-1.2589022
2021-03-04 00:42:40,4040,-4.8495994,8.457718,-1.0577236
2021-03-04 00:42:40,4051,-4.8495994,8.457718,-1.0577236
2021-03-04 00:42:40,4060,-5.36852,8.174427,-0.726725
2021-03-04 00:42:40,4071,-5.36852,8.174427,-0.726725
2021-03-04 00:42:40,4080,-6.001145,7.7436404,-0.43895516
2021-03-04 00:42:40,4091,-6.001145,7.7436404,-0.43895516
2021-03-04 00:42:40,4101,-6.7335687,7.101897,-0.62649995
2021-03-04 00:42:40,4110,-6.7335687,7.101897,-0.62649995
2021-03-04 00:42:40,4120,-6.9906626,6.580329,-2.0000753
2021-03-04 00:42:40,4131,-6.9906626,6.580329,-2.0000753
